Iteration	Posterior	Likelihood	Prior	neo_beta	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_beta	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
132	-4217.615	-4772.816	555.2011	0.5991776	0.505541	0.271523	0.099159	0.123776	1.293969	2.637384	0.9093913	0.541447	0.120927	0.280823	0.0568036
138	-4225.146	-4780.431	555.285	0.7101201	0.546112	0.173081	0.0871619	0.193645	1.416824	2.435595	0.9093913	0.533749	0.133424	0.276831	0.055996
144	-4228.525	-4784.2	555.675	0.6626711	0.474829	0.251468	0.109797	0.163907	1.282071	2.435595	0.7130801	0.48471	0.295222	0.183723	0.0363438
150	-4230.739	-4786.166	555.4264	0.7790306	0.616981	0.190079	0.0568396	0.1361	1.280939	2.514967	0.7130801	0.445761	0.257084	0.248081	0.0490748
156	-4232.147	-4787.907	555.7598	0.6961245	0.661838	0.138118	0.0585135	0.14153	1.335762	2.194083	0.9090595	0.703917	0.0429261	0.175661	0.0774959
162	-4241.394	-4796.834	555.4399	0.8223204	0.676616	0.0782879	0.0471049	0.197991	1.31485	2.07162	1.317494	0.674055	0.171358	0.0803795	0.0742082
168	-4224.473	-4779.807	555.3344	0.8441703	0.583251	0.0985928	0.0713314	0.246825	1.324926	2.138926	1.284745	0.674923	0.155185	0.0727932	0.0970991
174	-4227.266	-4782.308	555.0423	0.8441703	0.545822	0.099165	0.106755	0.248257	1.344535	2.438933	1.077969	0.629024	0.125752	0.214833	0.0303917
180	-4213.167	-4768.612	555.4452	0.6417917	0.605506	0.198174	0.0520227	0.144298	1.342672	2.615695	0.6208885	0.594724	0.215141	0.157639	0.0324953
186	-4224.076	-4780.306	556.2297	0.5932106	0.478394	0.29641	0.0468422	0.178354	1.474759	2.038086	0.6590627	0.467081	0.483617	0.0386604	0.0106415
192	-4215.701	-4771.759	556.0585	0.5560733	0.466187	0.280131	0.0412187	0.212464	1.476046	2.044033	0.8485964	0.503014	0.320019	0.0263024	0.150664
198	-4229.971	-4785.683	555.7117	0.6096677	0.443843	0.266704	0.0646428	0.22481	1.438651	2.050752	1.167649	0.590511	0.360535	0.0308776	0.0180766
204	-4226.592	-4782.83	556.238	0.6117336	0.472449	0.233552	0.161479	0.13252	1.398165	2.078325	0.6476177	0.45419	0.169796	0.370111	0.00590249
210	-4221.486	-4776.978	555.4924	0.5582866	0.557011	0.189037	0.139483	0.114469	1.312948	2.615286	0.6877363	0.694592	0.054153	0.250019	0.00123649
216	-4196.504	-4751.829	555.3248	0.7437678	0.570084	0.149842	0.0692975	0.210776	1.495086	2.228433	1.080998	0.791106	0.0188353	0.188651	0.0014083
222	-4238.288	-4793.527	555.2393	0.6815887	0.443606	0.167395	0.172417	0.216582	1.156643	2.527072	1.099634	0.631397	0.0175737	0.329007	0.0220225
228	-4236.806	-4791.815	555.0088	0.7736151	0.567342	0.126754	0.161825	0.144079	1.173089	2.520791	1.232782	0.635557	0.0208121	0.319888	0.0237423
234	-4222.009	-4777.006	554.9968	0.7093021	0.514813	0.147972	0.149628	0.187587	1.197359	2.677987	1.02699	0.656672	0.0244483	0.296848	0.0220322
240	-4206.501	-4761.627	555.1265	0.752372	0.598198	0.0654976	0.213679	0.122626	1.007157	2.802231	0.8419696	0.677581	0.016438	0.232738	0.0732432
246	-4191.447	-4746.382	554.9353	0.8064624	0.628197	0.0396201	0.219372	0.112811	1.011383	2.865448	0.8669905	0.541151	0.0233936	0.33122	0.104236
252	-4193.075	-4747.739	554.6639	0.9928404	0.594422	0.0115328	0.207577	0.186468	1.204523	2.805429	0.8534901	0.638912	0.0923466	0.235463	0.0332787
258	-4192.739	-4747.679	554.9401	0.8386859	0.670721	0.00954902	0.171872	0.147859	1.115549	2.805429	0.8249597	0.544028	0.0942431	0.322066	0.0396634
264	-4188.339	-4743.766	555.4272	0.8296502	0.689175	0.00981175	0.149087	0.151927	1.236742	2.414853	0.856036	0.615468	0.100536	0.177368	0.106628
270	-4197.113	-4752.516	555.4026	0.8382141	0.684694	0.0100002	0.163014	0.142292	1.307601	2.560352	0.5827707	0.539564	0.216211	0.22017	0.0240559
276	-4215.434	-4770.877	555.443	0.8681036	0.663856	0.00969588	0.158053	0.168395	1.262205	2.454162	0.7191655	0.475445	0.327033	0.173343	0.0241795
282	-4208.365	-4763.359	554.9941	0.859585	0.589893	0.025286	0.235188	0.149633	1.207161	2.969925	0.392516	0.197145	0.564926	0.222558	0.0153708
288	-4197.926	-4753.016	555.09	0.8656297	0.5811	0.0398144	0.231682	0.147403	1.162893	2.969925	0.3058377	0.208171	0.596521	0.166435	0.0288723
294	-4233.889	-4789.598	555.7084	0.5968568	0.535236	0.159309	0.225492	0.0799627	1.317354	2.665327	0.3267296	0.291765	0.489359	0.218623	0.000252873
300	-4219.095	-4774.863	555.7678	0.7145908	0.60413	0.143869	0.18661	0.0653904	1.375687	2.521097	0.2045723	0.240411	0.563929	0.192981	0.00267952
306	-4226.884	-4783.274	556.3898	0.7556489	0.57977	0.133701	0.215911	0.0706189	1.344837	2.122877	0.284168	0.335441	0.509998	0.153628	0.000933894
312	-4234.86	-4791.166	556.3053	0.6935345	0.57977	0.133701	0.215911	0.0706189	1.26758	2.272098	0.2726686	0.328459	0.520528	0.15043	0.000583352
318	-4212.425	-4768.639	556.2136	0.5645117	0.510226	0.162195	0.246843	0.0807359	1.596727	2.021131	0.6113559	0.551897	0.350108	0.0968607	0.00113462
324	-4211.764	-4768.289	556.5253	0.523433	0.544751	0.168219	0.239797	0.0472323	1.513619	1.867878	0.6503638	0.540795	0.268137	0.19007	0.000998341
330	-4224.348	-4778.833	554.4851	0.7867115	0.52011	0.224203	0.110105	0.145582	1.350076	3.13616	0.5636859	0.458352	0.324859	0.196328	0.0204599
336	-4224.314	-4779.627	555.3129	0.8382716	0.576921	0.195822	0.0961669	0.13109	1.467951	2.53594	0.5524951	0.220483	0.597221	0.160232	0.0220639
342	-4233.101	-4788.022	554.9217	0.65549	0.518174	0.24641	0.0988788	0.136537	1.359105	2.921895	0.6122731	0.469986	0.201618	0.280891	0.047505
348	-4200.418	-4756.508	556.0896	0.65549	0.531883	0.252929	0.101495	0.113694	1.425065	2.146822	0.6198875	0.591216	0.152387	0.225687	0.0307096
354	-4209.788	-4765.728	555.9398	0.6154349	0.521407	0.203136	0.164002	0.111454	1.526699	2.205553	0.6198875	0.483943	0.20442	0.301396	0.0102417
360	-4232.747	-4789.333	556.5859	0.6053297	0.588317	0.152637	0.173607	0.0854387	1.740044	1.511399	0.7726487	0.510212	0.279283	0.206585	0.00392049
366	-4224.903	-4781.587	556.6846	0.6127936	0.462646	0.190251	0.245381	0.101722	1.640664	1.52955	0.7427695	0.584804	0.173916	0.236787	0.00449366
372	-4225.597	-4781.253	555.6558	0.6538914	0.597626	0.133146	0.200094	0.0691339	1.376637	2.393397	0.7138803	0.547206	0.180088	0.270375	0.00233044
378	-4222.711	-4777.737	555.0254	0.6982685	0.599752	0.13362	0.197248	0.0693798	1.335449	2.904222	0.5195632	0.642022	0.287914	0.065196	0.00486763
384	-4222.816	-4778.948	556.1316	0.60876	0.57609	0.162568	0.24616	0.015182	1.509098	2.249854	0.3763854	0.370927	0.48826	0.118054	0.022759
390	-4198.139	-4753.972	555.8324	0.5689204	0.47784	0.261942	0.247484	0.0127347	1.500194	2.506386	0.2278379	0.382596	0.472162	0.121767	0.0234749
396	-4185.177	-4740.938	555.7612	0.6134306	0.471808	0.234933	0.278908	0.0143517	1.589047	2.451274	0.3309711	0.326605	0.514981	0.13281	0.0256037
402	-4185.369	-4741.341	555.9723	0.6134306	0.489253	0.243619	0.224296	0.0428322	1.499563	2.389759	0.2764657	0.337216	0.531713	0.107526	0.0235446
408	-4215.714	-4771.475	555.7611	0.6573434	0.518706	0.26737	0.166916	0.047008	1.632628	2.398038	0.3216069	0.319242	0.559207	0.113086	0.00846439
414	-4215.667	-4771.548	555.8809	0.5742991	0.496654	0.328352	0.116467	0.0585268	1.411966	2.457819	0.4421658	0.418061	0.50943	0.066534	0.00597535
420	-4217.799	-4773.441	555.6422	0.6024625	0.582567	0.188403	0.188662	0.0403683	1.48359	2.460121	0.5764723	0.286219	0.448825	0.184303	0.0806532
426	-4200.919	-4756.606	555.6868	0.6074913	0.49145	0.158936	0.159154	0.19046	1.48359	2.360464	0.6789644	0.412101	0.358357	0.165146	0.0643962
432	-4214.515	-4770.233	555.7182	0.580101	0.464887	0.270267	0.150551	0.114294	1.420612	2.514696	0.5013504	0.290034	0.508184	0.197206	0.00457697
438	-4215.234	-4770.746	555.5118	0.7173772	0.498384	0.289741	0.161399	0.0504759	1.420612	2.48703	0.604082	0.523809	0.339779	0.132059	0.00435299
444	-4220.013	-4775.741	555.7285	0.5425397	0.44016	0.255891	0.259369	0.044579	1.475477	2.471985	0.5428875	0.325967	0.486935	0.185671	0.00142712
450	-4213.29	-4769.171	555.881	0.5711022	0.508804	0.138755	0.299819	0.0526221	1.503246	2.471985	0.2815739	0.254608	0.571966	0.171915	0.00151062
456	-4211.119	-4765.876	554.7564	0.713548	0.532468	0.0986996	0.313763	0.0550695	1.40419	2.950552	0.622869	0.3086	0.532918	0.157074	0.0014075
462	-4214.644	-4769.777	555.1329	0.713548	0.493682	0.09151	0.339682	0.0751259	1.350292	2.804562	0.5449153	0.307355	0.484061	0.207182	0.00140182
468	-4225.792	-4780.888	555.0957	0.6626214	0.414886	0.22801	0.285466	0.0716371	1.407137	2.922564	0.3726461	0.215899	0.549877	0.232374	0.00184964
474	-4208.612	-4765.064	556.4519	0.623028	0.527449	0.210899	0.222864	0.0387878	1.53792	1.835503	0.6436768	0.382104	0.249469	0.323873	0.0445534
480	-4216.605	-4772.993	556.3882	0.592702	0.505135	0.244283	0.213435	0.0371468	1.483055	2.037413	0.4998973	0.399799	0.389691	0.185053	0.0254567
486	-4231.206	-4787.271	556.0646	0.5788462	0.508242	0.245786	0.0803468	0.165625	1.569482	2.037413	0.740687	0.399799	0.389691	0.185053	0.0254567
492	-4216.925	-4772.784	555.859	0.6789692	0.525895	0.214293	0.0700517	0.189761	1.452858	2.295867	0.5693072	0.453744	0.273382	0.244267	0.028607
498	-4227.843	-4783.461	555.6173	0.6684421	0.534835	0.228395	0.0712425	0.165528	1.403133	2.486817	0.5697892	0.459368	0.26311	0.107224	0.170297
504	-4215.236	-4770.758	555.5223	0.5476619	0.503703	0.155167	0.266478	0.0746522	1.513289	2.265851	1.012676	0.686373	0.102238	0.142154	0.0692343
510	-4217.427	-4772.577	555.1499	0.5176639	0.595998	0.159399	0.162096	0.0825072	1.314615	2.658984	0.9880273	0.644693	0.0734036	0.246184	0.0357201
516	-4227.747	-4783.366	555.6195	0.4807572	0.418024	0.277288	0.201914	0.102774	1.242068	2.404104	1.036889	0.652125	0.0742498	0.237494	0.0361318
522	-4216.545	-4771.253	554.7074	0.6441614	0.511929	0.268921	0.145667	0.0734829	1.281972	2.741458	1.202982	0.601968	0.0551907	0.323755	0.0190859
528	-4221.338	-4776.406	555.068	0.6441614	0.431961	0.281674	0.176993	0.109372	1.357024	2.692798	0.8441103	0.548519	0.36442	0.0767984	0.0102635
534	-4227.64	-4783.375	555.7357	0.7016636	0.584201	0.0499515	0.339049	0.0267983	1.653711	2.113571	0.7400707	0.397702	0.356348	0.210055	0.0358938
540	-4233.133	-4789.339	556.2057	0.6715882	0.470124	0.0582186	0.395162	0.0764951	1.596492	2.02035	0.5113722	0.36847	0.282682	0.297937	0.050911
546	-4241.22	-4796.511	555.291	0.7424373	0.58788	0.165843	0.209597	0.0366803	1.49098	2.403305	0.8482122	0.468231	0.359217	0.107857	0.0646949
552	-4228.932	-4783.575	554.6428	0.7720013	0.532895	0.213654	0.189993	0.0634587	1.312686	2.955434	0.7507112	0.350591	0.436976	0.131877	0.0805563
558	-4192.843	-4747.836	554.9926	0.7930262	0.630446	0.103968	0.151687	0.113899	1.26482	2.857935	0.5968903	0.401183	0.438839	0.13244	0.0275384
564	-4211.189	-4766.485	555.2953	0.7125199	0.595555	0.12163	0.125611	0.157205	1.35698	2.624301	0.665158	0.386924	0.45665	0.127771	0.028656
570	-4218.994	-4774.332	555.338	0.7467833	0.55389	0.13416	0.138551	0.1734	1.471703	2.391221	0.8355234	0.392679	0.381777	0.208954	0.0165904
576	-4209.849	-4765.345	555.496	0.7196557	0.512971	0.208663	0.164894	0.113471	1.422112	2.432003	0.6982476	0.508866	0.320382	0.142141	0.0286102
582	-4199.582	-4755.151	555.5686	0.6709767	0.512971	0.208663	0.164894	0.113471	1.423144	2.432003	0.6774474	0.410723	0.330488	0.234914	0.0238747
588	-4198.875	-4754.268	555.3932	0.6256342	0.483858	0.268842	0.162828	0.0844723	1.499871	2.569381	0.6081781	0.403021	0.32429	0.258746	0.0139435
594	-4215.39	-4771.024	555.6337	0.5611881	0.52054	0.289223	0.175173	0.0150647	1.387814	2.531527	0.6081781	0.423815	0.314311	0.250784	0.0110897
600	-4208.545	-4763.597	555.0523	0.4472657	0.417319	0.333843	0.226992	0.021846	1.41966	2.592048	1.161286	0.678119	0.0570685	0.242207	0.0226061
606	-4178.276	-4733.015	554.7396	0.6988744	0.467688	0.25344	0.254389	0.0244827	1.360752	2.662027	1.161286	0.666607	0.0327838	0.24563	0.0549794
612	-4202.35	-4756.268	553.9179	0.5575362	0.463258	0.261539	0.251979	0.023224	1.302348	3.20873	1.292033	0.666639	0.0779474	0.245642	0.00977135
618	-4209.218	-4763.912	554.6937	0.5907795	0.55546	0.225564	0.127996	0.0909798	1.302348	2.872834	1.030886	0.675685	0.0452053	0.255999	0.0231113
624	-4206.462	-4759.881	553.419	0.6555133	0.468578	0.28048	0.137976	0.112966	1.176797	3.553092	1.221697	0.555019	0.0280615	0.386161	0.030758
630	-4184.423	-4739.139	554.7156	0.7917397	0.564641	0.14202	0.157214	0.136125	1.176797	2.877337	0.9157511	0.548924	0.163779	0.25347	0.0338271
636	-4201.925	-4756.993	555.0683	0.8033236	0.550775	0.102582	0.21386	0.132782	1.201619	2.779539	0.6968749	0.411773	0.38251	0.19014	0.0155773
642	-4209.356	-4763.428	554.0719	0.8307693	0.485777	0.117272	0.174318	0.222633	1.235389	3.190569	0.936522	0.518366	0.226363	0.245447	0.0098239
648	-4206.434	-4761.817	555.383	1.050702	0.623715	0.105821	0.13223	0.138235	1.270382	2.344521	0.7577902	0.512153	0.22365	0.242504	0.0216925
654	-4214.164	-4769.692	555.5273	0.9066359	0.635406	0.107804	0.134708	0.122082	1.443917	2.190068	0.8224101	0.51048	0.311478	0.149612	0.0284302
660	-4208.792	-4763.243	554.4509	1.045372	0.560023	0.133498	0.102641	0.203838	1.252397	3.022515	0.6191675	0.33394	0.492165	0.104912	0.0689831
666	-4192.417	-4747.342	554.9255	0.8937766	0.616036	0.116502	0.0895739	0.177887	1.246558	2.861526	0.572747	0.338241	0.581865	0.0255145	0.0543793
672	-4190.956	-4744.859	553.9035	1.128956	0.616036	0.116502	0.0895739	0.177887	1.246558	3.086906	0.9680671	0.633305	0.242037	0.0361717	0.0884863
678	-4203.381	-4757.752	554.3708	0.8152337	0.579965	0.0749568	0.246307	0.0987711	1.171353	3.121581	0.8368928	0.523555	0.309849	0.034087	0.132509
684	-4202.927	-4757.386	554.4587	0.6966899	0.567411	0.163127	0.22778	0.0416815	1.377318	3.075323	0.7497178	0.582327	0.163764	0.201115	0.0527943
690	-4195.893	-4749.208	553.3146	0.9443001	0.59567	0.0817176	0.184244	0.138369	1.120663	3.723286	0.7859385	0.561743	0.179734	0.194005	0.064517
696	-4191.801	-4744.906	553.1052	0.894566	0.61656	0.0866445	0.190705	0.106091	1.026274	3.774479	1.046303	0.561743	0.179734	0.194005	0.064517
702	-4198.336	-4751.098	552.7618	1.042416	0.583525	0.0309144	0.256931	0.12863	1.227353	4.057772	0.5629018	0.401113	0.405957	0.105924	0.087006
708	-4208.548	-4762.488	553.94	0.9267239	0.580868	0.0307737	0.255762	0.132596	1.230462	3.469646	0.5185634	0.406012	0.398701	0.107218	0.0880687
714	-4216.446	-4771.807	555.3607	0.8296303	0.65091	0.0344844	0.132104	0.182502	1.236494	2.473996	0.8297702	0.552029	0.314013	0.0485203	0.0854385
720	-4214.688	-4770.661	555.9733	0.8296303	0.64061	0.0497624	0.130013	0.179614	1.335572	1.953686	0.9196969	0.662566	0.239124	0.0356084	0.0627021
726	-4211.107	-4766.982	555.8755	0.8296303	0.589626	0.0991922	0.122159	0.189023	1.343139	2.189031	0.6648322	0.552349	0.286259	0.0728951	0.0884977
732	-4218.922	-4775.023	556.1007	0.7878465	0.560865	0.155177	0.212223	0.0717352	1.577542	1.986548	0.5620834	0.328525	0.488365	0.153938	0.0291727
738	-4223.935	-4779.561	555.6262	0.6196424	0.536654	0.213368	0.136967	0.113012	1.403003	2.4737	0.6305841	0.462464	0.281273	0.216698	0.0395649
744	-4216.881	-4772.703	555.8221	0.7891162	0.562057	0.0277318	0.298048	0.112162	1.575256	1.870834	0.9950585	0.712654	0.116679	0.0848975	0.0857697
750	-4226.997	-4782.588	555.591	0.8945003	0.552	0.0337069	0.272446	0.141847	1.408194	1.963711	1.149559	0.626967	0.0791408	0.205351	0.0885413
756	-4249.777	-4805.228	555.4504	1.101378	0.519662	0.0445215	0.185099	0.250717	1.340062	2.243816	0.7302025	0.493356	0.296752	0.161589	0.0483036
762	-4232.639	-4787.959	555.3205	0.6610009	0.512161	0.162229	0.264126	0.0614845	1.23343	2.753972	0.610098	0.402383	0.521278	0.00657134	0.0697669
768	-4239.11	-4794.78	555.6694	0.6610009	0.506622	0.156525	0.24948	0.0873734	1.454092	2.444959	0.5423068	0.381222	0.479743	0.118969	0.0200657
774	-4218.075	-4774.376	556.301	0.6610009	0.544146	0.168119	0.185086	0.102649	1.505722	2.000369	0.5473797	0.319452	0.401137	0.262633	0.016778
780	-4221.473	-4777.44	555.9666	0.778261	0.515877	0.237382	0.149425	0.0973166	1.456865	2.000369	0.7936674	0.55878	0.168069	0.256749	0.016402
786	-4215.28	-4771.159	555.8787	0.7555583	0.487813	0.224468	0.1183	0.169419	1.472467	2.186492	0.6166522	0.458027	0.426935	0.108416	0.00662144
792	-4203.469	-4759.232	555.7624	0.6940584	0.57361	0.16147	0.174892	0.0900267	1.484586	2.351197	0.5324378	0.312542	0.590185	0.0673571	0.0299152
798	-4202.564	-4758.018	555.4531	0.6856744	0.519163	0.170213	0.277183	0.033441	1.477352	2.505858	0.6092596	0.362494	0.583626	0.0413616	0.0125184
804	-4202.2	-4757.639	555.4389	0.6579156	0.418776	0.235908	0.25349	0.0918252	1.360854	2.774109	0.2151444	0.387221	0.526207	0.0777955	0.00877643
810	-4204.219	-4760.796	556.5772	0.7142713	0.566906	0.191488	0.127071	0.114535	1.614257	1.839607	0.2042932	0.390079	0.435612	0.155282	0.0190278
816	-4193.458	-4749.772	556.3145	0.6471246	0.554457	0.187282	0.228858	0.0294028	1.618131	2.063823	0.2093465	0.343311	0.457554	0.179149	0.0199862
822	-4205.403	-4761.535	556.1317	0.6534691	0.572071	0.148316	0.232704	0.0469089	1.431792	2.196369	0.5008034	0.328664	0.480697	0.171506	0.0191335
828	-4213.4	-4769.644	556.2437	0.692147	0.640898	0.169538	0.132871	0.0566932	1.558824	2.038419	0.4610668	0.463866	0.352773	0.169356	0.0140042
834	-4192.989	-4749.131	556.1419	0.6823513	0.637722	0.168698	0.132212	0.0613679	1.637446	1.859429	0.7502082	0.489018	0.327197	0.158704	0.025081
840	-4201.509	-4755.826	554.3163	0.5649563	0.490738	0.223836	0.215278	0.0701481	1.151586	3.415243	0.6854368	0.443721	0.366421	0.155925	0.0339323
846	-4223.104	-4777.359	554.2551	0.6891484	0.499626	0.131112	0.255157	0.114104	1.268111	3.415243	0.5069439	0.528705	0.256485	0.17438	0.0404311
852	-4217.203	-4771.487	554.2838	0.7786059	0.556753	0.146103	0.284331	0.0128127	1.181079	3.358792	0.565702	0.397377	0.297525	0.24349	0.061608
858	-4205.964	-4760.524	554.5595	0.7623948	0.519057	0.200144	0.26508	0.015719	1.295747	3.075681	0.66542	0.452959	0.42054	0.0562752	0.0702254
864	-4217.597	-4771.595	553.9985	0.832437	0.557077	0.18061	0.213208	0.049105	1.198589	3.447	0.6239042	0.348391	0.466498	0.131097	0.0540135
870	-4224.335	-4779.547	555.2114	0.6135752	0.508357	0.262664	0.153795	0.0751846	1.310314	2.966276	0.3111489	0.258696	0.540611	0.184266	0.0164277
876	-4220.83	-4776.114	555.2842	0.6135752	0.397589	0.237742	0.176538	0.188131	1.2541	2.792434	0.6126161	0.382266	0.453823	0.0981855	0.0657264
882	-4246.964	-4803.111	556.147	0.8389892	0.586053	0.062432	0.249586	0.101929	1.437402	1.866017	0.7696238	0.594445	0.24974	0.118357	0.0374584
888	-4233.273	-4787.815	554.5421	0.8477393	0.567933	0.0605018	0.272787	0.098778	1.135463	3.02723	0.8260384	0.590206	0.170325	0.23789	0.00157894
894	-4216.3	-4771.356	555.0553	0.6748878	0.597431	0.092956	0.25325	0.0563629	1.110704	2.823814	0.8555663	0.646772	0.0290579	0.32244	0.00173027
900	-4221	-4775.635	554.6357	0.6992263	0.560067	0.0871424	0.237411	0.115379	1.251998	2.823814	1.107014	0.622036	0.0450468	0.32388	0.00903712
906	-4221.262	-4775.395	554.1331	0.7609411	0.558064	0.115049	0.236562	0.0903245	1.204034	3.138969	1.066799	0.599266	0.0811857	0.312024	0.00752444
912	-4228.038	-4783.399	555.3613	0.9231705	0.595477	0.139959	0.176985	0.0875792	1.189253	2.503029	0.738091	0.746926	0.136525	0.105978	0.0105708
918	-4215.668	-4771.342	555.6736	0.8424162	0.595477	0.139959	0.176985	0.0875792	1.232326	2.344169	0.719143	0.54148	0.173851	0.144646	0.140024
924	-4222.542	-4778.136	555.5946	0.9322031	0.645021	0.106563	0.0547181	0.193698	1.291427	2.379648	0.5976396	0.532794	0.307724	0.154694	0.00478733
930	-4218.591	-4774.413	555.8216	0.8561902	0.687237	0.113538	0.0488096	0.150415	1.336121	2.1961	0.6859669	0.31609	0.521716	0.152851	0.00934272
936	-4225.692	-4780.818	555.1265	1.041944	0.625842	0.113342	0.0487254	0.212091	1.397683	2.704423	0.2362391	0.340985	0.486374	0.128871	0.04377
942	-4225.595	-4780.482	554.8875	0.9376379	0.558058	0.196302	0.0602844	0.185356	1.205555	3.029293	0.2397878	0.18481	0.579454	0.18359	0.0521465
948	-4211.823	-4766.587	554.7639	1.037642	0.722396	0.0634278	0.132847	0.0813287	1.222329	3.029293	0.2180692	0.468592	0.405011	0.0984369	0.0279598
954	-4207.719	-4762.916	555.1969	0.6240941	0.542209	0.252206	0.0982523	0.107333	1.211102	3.029293	0.2066533	0.423966	0.443131	0.107702	0.0252001
960	-4184.69	-4739.791	555.1008	0.6738992	0.503385	0.232938	0.178799	0.0848779	1.255018	3.035456	0.228887	0.419343	0.433185	0.105596	0.0418749
966	-4213.609	-4768.249	554.6395	0.7733915	0.537154	0.211488	0.170446	0.0809127	1.191906	3.286357	0.2506523	0.112816	0.750315	0.134395	0.00247429
972	-4214.039	-4768.727	554.6878	0.7351125	0.54188	0.204138	0.174961	0.07902	1.179085	3.286357	0.2239426	0.212177	0.548082	0.235407	0.00433399
978	-4204.219	-4759.069	554.8491	0.7640481	0.513263	0.193358	0.134568	0.158811	1.140889	3.189126	0.2042719	0.416985	0.515339	0.0669609	0.000715028
984	-4218.474	-4773.193	554.7187	0.665749	0.612115	0.201729	0.0615745	0.124582	1.197675	3.189126	0.522203	0.439781	0.349727	0.209397	0.00109526
990	-4217.877	-4772.253	554.3757	0.6524812	0.579818	0.22007	0.0821031	0.118009	1.27444	3.248019	0.6949247	0.556287	0.233593	0.209027	0.00109332
